Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Species,outlier
1969.0,0.0,usa,florida,body surfing,1.0,13.0,lacerations to right lower leg & left arm and hand,0.0,4' shark,1
1968.0,0.0,usa,florida,spearfishing using scuba,1.0,24.0,swim fin bitten,0.0,3 m [10'] bull shark,1
1968.0,0.0,columbia,magdalena department,dynamite fishing,1.0,18.0,lacerations to head,0.0,2 m shark,1
1967.0,0.0,papua new guinea,new britain,unknown,1.0,14.0,leg bitten,0.0,3.7 m [12'] shark,1
1966.0,0.0,usa,florida,hunting crayfish,1.0,14.0,abdomen abraded when he seized shark provoked incident,0.0,"nurse shark, 2.5'",1
1966.0,0.0,usa,south carolina,killing a shark,1.0,34.0,"arm bitten, provoked incident",0.0,4' shark,1
1966.0,0.0,australia,new south wales,fishing,1.0,24.0,foot bitten,0.0,1.8 m [6'] shark,1
1965.0,0.0,papua new guinea,new britain,wading,1.0,27.0,toe severed,0.0,unknown,1
1965.0,0.0,usa,florida,free diving,1.0,16.0,survived,0.0,mako shark,1
1965.0,1.0,usa,california,motor boat rebel belle lost,1.0,21.0,"puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",0.0,shark involvement prior to death was not confirmed,1
1964.0,0.0,papua new guinea,new ireland province,standing / fishing,1.0,24.0,"fatal, leg severed",1.0,unknown,1
1964.0,0.0,new zealand,north island,spearfishing,1.0,26.0,"no injury to diver, shark bit speargun",0.0,"white shark, 3 m [10']",1
1963.0,0.0,usa,florida,"spearfishing, pulled shark’s tail",1.0,16.0,minor injury to left forearm  provoked incident,0.0,"nurse shark, 1.2 m [4']",1
1963.0,0.0,australia,western australia,surfing on chest board (boogie board?),1.0,25.0,arm bitten,0.0,1.8 m to 2.4 m  [6' to 8'] shark,1
1962.0,0.0,south africa,kwazulu-natal,spearfishing,1.0,30.0,arm lacerated (minor injury),0.0,unknown,1
1962.0,1.0,usa,california,"overcome by co fumes, fell overboard from 36' fishing cruiser & prop slashed arm",0.0,43.0,drowned due to co2 poisoning - post mortem scavanging by blue shark,0.0,shark involvement prior to death was not confirmed,1
1962.0,0.0,papua new guinea,northern district,fishing,1.0,49.0,posterior lower left leg lacerated by netted shark provoked incident,0.0,a long thin brown-colored shark,1
1962.0,0.0,australia,queensland,fishing,0.0,24.0,"no injury to occupants, hooked shark cracked hull provoked incident",0.0,"bronze whaler shark, 3.7 m [12']",1
1962.0,0.0,new zealand,south island,surf fishing,0.0,54.0,right foot lacerated,0.0,36  shark,1
1962.0,0.0,marshall islands,kwajalein atoll,fishing with hand net in 2' of water,1.0,57.0,2.5 laceration on right hand,0.0,1.8 m [6'] shark,1
1961.0,0.0,australia,queensland,standing,0.0,18.0,"fatal, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  died  day after the attack",1.0,3 m [10'] shark,1
1961.0,0.0,mozambique,gaza,"swimming, using bundles of sticks as raft",1.0,38.0,"fatal, extensive abdominal wounds, died 4 days later",1.0,zambesi shark,1
1961.0,0.0,australia,south australia,spearfishing,1.0,21.0,left leg bitten  & left forearm lacerated,0.0,"white shark, 3.7 m [12']",1
1961.0,0.0,mozambique,limpopo river,swimming,1.0,24.0,leg bitten,0.0,six zambesi sharks seen to 1.5 m [5'] in length,1
1960.0,0.0,australia,western australia,"spearfishing, shot a sandtiger shark. cord to spear tangled round his legs & a wave washed him onto a reef.",1.0,24.0,"bruises & minor injuries from reef, not the shark provoked incident",0.0,"sandtiger shark, 2.1 m [7']",1
1960.0,1.0,south africa,western cape province,fishing,0.0,24.0,shark rammed boat & bit transom,0.0,white shark (tooth fragments recovered),1
1960.0,0.0,new zealand,north island,spearfishing,1.0,22.0,"no injury, leg bumped by shark's tail",0.0,"bronze whaler shark,4 m [13']",1
1960.0,0.0,australia,new south wales,shark fishing,0.0,24.0,no injury to occupants. hooked shark rammed boat  provoked incident,0.0,"tiger shark, 14'",1
1960.0,1.0,australia,tasmania,setting crayfish pots,0.0,24.0,"no injury to occupant, shark rammed boat",0.0,4.9 m [16'] shark,1
1959.0,1.0,new zealand,north island,fishing for snapper,1.0,24.0,"no injury to occupant, shark sank dinghy",0.0,"mako shark, 4.3 m [14']",1
1959.0,0.0,philippines,leyte island,swimming,1.0,28.0,"no details, survived",0.0,unknown,1
1959.0,1.0,usa,california,fishing,0.0,24.0,"no injury to occupant, shark rammed boat",0.0,"hammerhead shark, 3 m [10']",1
1958.0,0.0,papua new guinea,"new ireland province, bismarck archipelago",swimming,1.0,38.0,"fatal, left arm severed",1.0,unknown,1
1958.0,0.0,papua new guinea,west new britain province,spearfishing,1.0,24.0,"fatal, back & buttocks bitten",1.0,unknown,1
1956.0,0.0,italy,tyrrenian sea,scuba diving,1.0,24.0,survived,0.0,"white shark, 13'10, 1320-lb female",1
1956.0,0.0,australia,queensland,diving,1.0,24.0,laceration to arm when his dive buddy grabbed the shark provoked incident,0.0,"wobbegong shark, 4'",1
1955.0,1.0,north pacific ocean,1000 miles west of hawaii,flying tiger transport plane went down with 5 men onboard,1.0,24.0,fatal,1.0,survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,1
1955.0,0.0,south africa,kwazulu-natal,crossing the bay at the ford,1.0,24.0,"fatal, leg bitten",1.0,unknown,1
1954.0,0.0,usa,louisiana,wading,0.0,4.0,left leg,0.0,2' shark,-1
1953.0,0.0,australia,south australia,fishing,1.0,61.0,finger bitten by hooked shark provoked incident,0.0,unknown,1
1951.0,0.0,mozambique,bay of maputu,swimming,1.0,15.0,"fatal, right leg, thighs & hands bitten",1.0,unknown,1
1951.0,0.0,usa,hawaii,swept out to sea while fishing,1.0,24.0,"fatal, victim seen in shark's mouth",1.0,unknown,1
1951.0,0.0,australia,new south wales,swimming,1.0,14.0,leg bitten,0.0,1.2 m [4'] shark,1
1949.0,0.0,australia,queensland,swimming,1.0,34.0,"fatal, right leg, thigh & fingers lacerated",1.0,unknown,1
1948.0,0.0,australia,queensland,"treading water, waiting for a wave",1.0,28.0,"fatal, left hand severed, left leg arm bitten, tissue removed hip to knee",1.0,unknown,1
1948.0,1.0,senegal,cap vert peninsula,unknown,0.0,24.0,fragment of human foot recovered from 300-kg [662-lb] tiger shark,0.0,shark involvement prior to death not confirmed,1
1948.0,0.0,usa,florida,underwater photography,1.0,48.0,grabbed shark by the tail & it bit him provoked incident,0.0,nurse shark,1
1947.0,0.0,australia,queensland,unknown,1.0,78.0,fatal,1.0,unknown,1
1946.0,0.0,south africa,kwazulu-natal,swimming,1.0,18.0,flexed right  knee bitten,0.0,unknown,1
1945.0,0.0,jamaica,unknown,diving,1.0,24.0,hand severed,0.0,unknown,1
1945.0,0.0,cuba,havana province,"playing on rock, slipped & fell into the water",1.0,24.0,fatal,1.0,unknown,1
1944.0,0.0,nicaragua,lake nicaragua (fresh water),unknown,0.0,24.0,some killed & others severely injured,1.0,bull sharks to 1.5 m [5']  in length,1
1941.0,0.0,usa,new york,fishing from 32' boat,1.0,43.0,left hand bitten as he tried to put rope around shark's tail provoked incident,0.0,2.1 m [7'] shark,1
1940.0,0.0,australia,queensland,fishing,1.0,24.0,minor injury to leg,0.0,unknown,1
1939.0,0.0,bahamas,andros islands,"dress diving, filming shark & pulling it through the water for a motion picture scene",1.0,38.0,minor injury to shoulder & back provoked incident,0.0,"nurse shark, 2.1 m [7']",1
1938.0,0.0,turkey,unknown,fishing,1.0,24.0,injured by harpooned shark provoked incident,0.0,unknown,1
1937.0,1.0,usa,north carolina,"tzenny chandris, a greek freighter laden with scrap iron, foundered in heavy weather",1.0,24.0,fatal,1.0,unknown,1
1937.0,1.0,italy,liguria,unknown,0.0,24.0,no injury,0.0,invalid,1
1937.0,0.0,australia,new south wales,holding shark's tail,1.0,18.0,bitten on forearm provoked incident,0.0,"grey nurse shark, 8'",1
1936.0,0.0,usa,florida,fishing,1.0,24.0,no injury. his hand entangled in line of hooked shark. he was pulled overboard & towed 150' provoked incident,0.0,650-lb shark,1
1936.0,0.0,australia,torres strait,among 31 survivors of crew from the sampan fukulya maru (which reached thursday island in rowing boat) was a man whose arm had been bitten off by shark. the sampan wrecked west of mcarthur island,1.0,24.0,survived,0.0,unknown,1
1935.0,1.0,australia,new south wales,"disappeared 11 days earlier, probable homicide victim",1.0,40.0,captive tiger shark regurgitated his arm in the coogee aquarium,0.0,invalid,1
1933.0,0.0,australia,queensland,treading water,1.0,24.0,lacerations to legs from fins of shark,0.0,unknown,1
1931.0,0.0,australia,queensland,fell overboard?,1.0,24.0,fatal,1.0,unknown,1
1930.0,0.0,usa,florida,swimming,1.0,21.0,arm lacerated from shoulder to wrist,0.0,tiger shark,1
1930.0,1.0,south africa,eastern cape province,unknown,1.0,17.0,remains of drowning victim recovered from 250-lb female blue fin shark,0.0,shark involvement prior to death unconfirmed,1
1929.0,0.0,australia,torres strait,pearl diving,1.0,24.0,injuries to chest & arm,0.0,unknown,1
1929.0,0.0,usa,south carolina,bathing,1.0,24.0,left foot & ankle bitten,0.0,unknown,1
1929.0,0.0,australia,torres strait,bathing,1.0,24.0,fatal,1.0,unknown,1
1928.0,0.0,australia,new south wales,treading water,1.0,19.0,tissue of left leg stripped from knee to ankle,0.0,unknown,1
1926.0,0.0,monaco,bay of monaco,unknown,1.0,24.0,fatal,1.0,unknown,1
1925.0,0.0,papua new guinea,central province,swimming,1.0,24.0,fatal,1.0,unknown,1
1925.0,0.0,usa,florida,swimming,1.0,24.0,lacerations to arm,0.0,unknown,1
1925.0,0.0,canada,vancouver,"diving, repairing water main at depth of 90'",1.0,24.0,"injuries, if any, unknown, but afterwards diver stunned shark with iron bar",0.0,2.1 m [7'] shark,1
1924.0,0.0,panama,"2 to 3 miles off taboguilla island, pacific ocean","inebriated, woke from sleep and fell off deck into the water",1.0,35.0,knee bitten,0.0,unknown,1
1916.0,0.0,australia,queensland,bathing,1.0,27.0,fatal,1.0,unknown,1
1914.0,0.0,australia,south australia,wading,1.0,24.0,lacerations to foot,0.0,said to involve a tiger shark,1
1913.0,0.0,costa rica,unknown,swimming,1.0,24.0,fatal,1.0,unknown,1
1909.0,0.0,tunisia,sfax,diving (helmet) for sponges,1.0,24.0,fatal,1.0,unknown,1
1908.0,0.0,usa,hawaii,gathering fish stunned by dynamite,1.0,24.0,"fatal, pulled below the surface'",1.0,unknown,1
1906.0,0.0,indonesia,java,swimming,1.0,24.0,thumb & index finger of left hand severed,0.0,unknown,1
1905.0,0.0,usa,north carolina,fishing,1.0,24.0,fatal,1.0,unknown,1
1905.0,1.0,australia,victoria,bathing,1.0,39.0,reported to have been killed by a shark but 2 years later he was found very much alive,0.0,invalid,1
1904.0,0.0,reunion island,unknown,swimming,1.0,16.0,fatal,1.0,unknown,1
1898.0,0.0,new caledonia,south province,boat from city of naples capsized,1.0,24.0,fatal,1.0,unknown,1
1897.0,0.0,usa,east coast,angling,1.0,24.0,hooked shark bit his leg provoked incident,0.0,unknown,1
1895.0,0.0,barbados,st michael parish,diving for coins,1.0,24.0,leg bitten,0.0,unknown,1
1895.0,0.0,usa,north carolina,fishing,0.0,24.0,"no injury, hooked shark rammed boat & ruark fell on its back provoked incident",0.0,5' shark,1
1894.0,0.0,france,provence,fishing,1.0,24.0,no injury,1.0,1.8 m shark,1
1894.0,0.0,mexico,bay of campeche,fell from yardarm of british ship rover,1.0,24.0,fatal,1.0,20' shark,1
1890.0,0.0,usa,new jersey,fishing for bluefish,0.0,24.0,no injury to occupants. hooked shark damaged boat provoked incident,0.0,5'7 shark,1
1890.0,0.0,egypt,unknown,swimming,1.0,24.0,fatal,1.0,unknown,1
1890.0,1.0,ceylon,unknown,diving,1.0,24.0,fatal,1.0,unknown,1
1888.0,1.0,australia,victoria,the cutter yacht cutty sark sank,1.0,24.0,probable drowning & scavenging,0.0,shark involvement prior to death unconfirmed,1
1888.0,1.0,australia,new south wales,rowing,1.0,24.0,"shark bit boat, but no injury to occupant who swam ashore",0.0,unknown,1
1887.0,1.0,croatia,primorje-gorski kotar county,unknown,0.0,24.0,shoes & human remains found in a shark,0.0,shark involvement prior to death unconfirmed,1
1887.0,1.0,brazil,alagoas,the passenger ship kapuna was run down the ore carrier ada melmore,1.0,24.0,fatal,1.0,unknown,1
1886.0,1.0,usa,new jersey,clamming,1.0,24.0,"no injury. they were chased by three sharks, one of which rammed their boat",0.0,3 m [10'] sharks,1
1885.0,1.0,usa,hawaii,wreck of the schooner pohoiki,1.0,24.0,left arm severed,0.0,unknown,1
1883.0,0.0,australia,northern territory,diving,1.0,24.0,arm severed,0.0,unknown,1
1882.0,0.0,new zealand,south island,restraining a beached shark,1.0,24.0,hand severely nipped provoked incident,0.0,4' to 5' shark,1
1882.0,0.0,australia,new south wales,bathing,1.0,24.0,fatal,1.0,unknown,1
1881.0,0.0,usa,alabama,fell overboard,1.0,23.0,fatal,1.0,unknown,-1
1879.0,1.0,fiji,lau group,unknown,1.0,24.0,"severely bitten on heel, 20 others taken by sharks",0.0,unknown,1
1877.0,0.0,india,hoogly river,unknown,1.0,24.0,"thigh severely bitten, femur exposed & grooved",0.0,unknown,1
1876.0,0.0,england,"between hastings & fairlight, sussex",unknown,1.0,24.0,leg abraded,0.0,blue or porbeagle shark,1
1876.0,0.0,australia,new south wales,unknown,1.0,24.0,"fatal, his side was  bitten",1.0,unknown,1
1872.0,1.0,bahamas,abaco islands,burning of the s.s. missouri,1.0,24.0,fatal,1.0,unknown,-1
1872.0,1.0,south atlantic ocean,off the coast of south america,adrift on a raft,1.0,24.0,leg bitten,0.0,unknown,-1
1864.0,0.0,china,unknown,swimming,1.0,24.0,no injury,0.0,unknown,-1
1864.0,0.0,panama,colón province,coming ashore on a hawser,1.0,24.0,fatal,1.0,unknown,-1
1851.0,0.0,usa,hawaii,swimming,1.0,24.0,fatal,1.0,unknown,-1
1847.0,0.0,australia,queensland,unknown,0.0,24.0,foot severed at ankle joint,0.0,unknown,-1
1845.0,0.0,mexico,vera cruz,bathing,1.0,24.0,fatal,1.0,unknown,-1
1836.0,1.0,spain,unknown,unknown,0.0,24.0,"shark caught, contained human remains",0.0,shark involvement prior to death unconfirmed,-1
1836.0,0.0,australia,south australia,unknown,0.0,24.0,"no details, it was the year the first settlers came ashore in holdfast bay, port pirie",0.0,unknown,-1
1828.0,0.0,sierra leone,western area,"british ship, britannia,  was loading lumber. he was bathing",1.0,17.0,"left arm severed 2.5 from elbow, groin, abdomen, right forearm & hand lacerated, flesh removed from thigh, baring femur. both arms surgically amputated: left arm above elbow, right arm above wrist. survived",0.0,unknown,-1
1826.0,0.0,ghana,cape coast,bathing,1.0,24.0,fatal,1.0,unknown,-1
1817.0,0.0,usa,south carolina,swimming,1.0,24.0,fatal,1.0,unknown,-1
2023.0,0.0,australia,south australia,surfing,1.0,46.0,fatal,1.0,white shark,1
2023.0,0.0,australia,western australia,swimming,1.0,24.0,minor injuries,0.0,1m shark,1
2022.0,0.0,australia,western  australia,spearfishing,1.0,38.0,"multiple injuries to left shoulder, arm and hand",0.0,bull shark,1
2021.0,0.0,usa,florida,surfing,1.0,25.0,`left foot bitten,0.0,unknown,1
2021.0,0.0,usa,florida,swimming,1.0,24.0,injury to lower left leg,0.0,unknown,1
2021.0,0.0,usa,south carolina,swimming,1.0,26.0,minor injuries to foot and ankle,0.0,5' shark,1
2021.0,0.0,usa,hawaii,surfing,1.0,14.0,lacerations to shin and calf,0.0,5.5 ft shark,1
2021.0,0.0,jamaica,westmoreland parish,spearfishing,1.0,53.0,fatal,1.0,unknown,1
2021.0,0.0,usa,florida,unknown,0.0,16.0,"injuries to hands, arm and knees",0.0,3' to 5' shark,1
2021.0,0.0,australia,western australia,swimming,0.0,46.0,puncture wounds to foot,0.0,unknown,1
2020.0,0.0,usa,florida,swimming,1.0,17.0,minor injuries,0.0,"blacktip shark, 6' to 7'",1
2020.0,0.0,australia,queensland,spearfishing,1.0,59.0,severe injury to thigh,0.0,unknown,1
2020.0,0.0,usa,virgin islands,snorkeling,0.0,24.0,lacerations to hand and wrist,0.0,"nurse shark, 5'",1
2020.0,0.0,new zealand,north island,surfing,1.0,60.0,"minor injury, surfboard bitten",0.0,white shark,1
2019.0,0.0,papua new guinea,central province,spearfishing,1.0,33.0,fatal,1.0,unknown,1
2019.0,0.0,french polynesia,moorea,feeding sharks,1.0,9.0,multiple lacerations to right arm,0.0,5' blacktip shark,1
2019.0,0.0,usa,florida,surfing,0.0,21.0,minor cuts to right foot,0.0,unknown,1
2019.0,0.0,usa,florida,spearfishing / diving,1.0,37.0,laceration to left arm and hands,0.0,unknown,1
2019.0,0.0,australia,new south wales,surfing,1.0,50.0,"no injury, surfboard bitten",0.0,unknown,1
2019.0,1.0,new zealand,south island,boogie boarding,0.0,17.0,gash to thigh,0.0,reported as shark bite but injury caused by stingray,1
2018.0,0.0,usa,florida,surfing,0.0,24.0,injury to right foot,0.0,3' to 4' shark,1
2018.0,0.0,china,guizhou province,putting hand in shark tank,0.0,6.0,lacerations to fingers provoked incident,0.0,unknown,-1
2018.0,1.0,usa,california,paddling,0.0,57.0,"no injury to occupant, outrigger canoe and paddle damaged",0.0,white shark,1
2017.0,1.0,usa,new york,surfing,1.0,33.0,"lacerations to right ankle, foot & toe",0.0,questionable,1
2017.0,0.0,south africa,eastern cape province,surfing,0.0,13.0,"no injury, shark bit surfboard",0.0,"white shark, 2.5 m",1
2017.0,0.0,usa,florida,surfing,1.0,19.0,laceration to left foot,0.0,unknown,1
2017.0,0.0,bahamas,the exuma cays,floating,0.0,24.0,minor injury to hand,0.0,nurse shark,1
2017.0,0.0,australia,queensland,swimming,1.0,57.0,injury to hand,0.0,unknown,1
2016.0,0.0,australia,western australia,snorkeling,0.0,24.0,buttock bitten,0.0,a small shark,1
2016.0,0.0,new caledonia,north province,kite surfing,1.0,50.0,fatal,1.0,unknown,1
2016.0,0.0,usa,south carolina,swimming,1.0,24.0,puncture wounds to foot,0.0,unknown,1
2016.0,0.0,south africa,western cape province,spearfishing,1.0,43.0,injuries to left leg & right hand,0.0,white shark,1
2016.0,0.0,australia,new south wales,swimming,1.0,12.0,minor puncture wound to foot,0.0,wobbegong shark,1
2016.0,0.0,australia,queensland,spearfishing,1.0,31.0,lacerations to arms & leg,0.0,3 m shark,1
2015.0,1.0,australia,new south wales,fishing,0.0,24.0,"no injury, shark rammed boat & bit motor",0.0,"white shark, 3.5 m",1
2015.0,1.0,usa,florida,surfing,0.0,9.0,lower left leg injured,0.0,shark involvement not confirmed,1
2015.0,0.0,usa,hawaii,surfing,1.0,25.0,"left leg severed below the knee, defense injuries to left hand",0.0,"tiger shark, 13'",1
2015.0,0.0,australia,new south wales,body boarding,1.0,32.0,significant injuries to lower legs,0.0,white shark,1
2015.0,0.0,usa,florida,swimming,1.0,10.0,minor injury to calf,0.0,unknown,1
2015.0,0.0,reunion,le port,surfing,1.0,47.0,left forearm bitten,0.0,"bull shark, 2.5 m",1
2015.0,0.0,australia,new south wales,filming,1.0,17.0,bitten on hand & wrist,0.0,1.5 m shark,1
2014.0,0.0,australia,western australia,surfing,1.0,13.0,minor injuries to right leg,0.0,unknown,1
2014.0,0.0,australia,new south wales,surfing,1.0,20.0,laceration to dorsum of left foot when he stepped on the shark     provoked incident,0.0,unknown,1
2014.0,0.0,usa,south carolina,standing in inner tube,0.0,7.0,lacerations to left foot,0.0,"bull shark, 3' to 4'",1
2014.0,0.0,usa,california,surfing,1.0,28.0,lacerations to knee,0.0,8' to 10' shark,1
2014.0,0.0,south africa,western cape province,surfing,1.0,20.0,lower limbs & thigh bitten,0.0,white shark,1
2014.0,0.0,bahamas,abaco islands,spearfishing,1.0,42.0,no injury but shark took his pole spear,0.0,"caribbean reef shark, 7' to 8'",1
2014.0,0.0,australia,new south wales,surfing,1.0,24.0,lacerations & puncture wounds to ankle and foot,0.0,unknown,1
2014.0,0.0,australia,new south wales,fishing,1.0,24.0,lacerations to ring and pinky fingers of his left hand by hooked shark provoked incident,0.0,1m shark,1
2013.0,0.0,usa,oregon,surfing,1.0,25.0,"no injury, board bitten",0.0,"white shark, 10 '",1
2013.0,0.0,usa,california,surfing,1.0,45.0,laceration to thigh,0.0,"white shark, 8' to 10'",1
2013.0,0.0,usa,hawaii,swimming,1.0,28.0,right thigh & calf bitten,0.0,"tiger shark, 14'",1
2013.0,0.0,palestinian territories,unknown,fishing,1.0,30.0,two fingers lost provoked incident,0.0,unknown,1
2013.0,0.0,belize,unknown,snorkeling,0.0,24.0,toe injured,0.0,nurse shark,1
2013.0,0.0,jamaica,st. catherine,spearfishing,1.0,68.0,fatal,1.0,"tiger shark, 4.8 m",1
2013.0,0.0,philippines,palawan,swimming to shore with floatioon devices after boat engine conked out,1.0,24.0,minor leg injuries,0.0,small sharks,1
2012.0,0.0,usa,florida,surfing,1.0,14.0,minor lacerations to left foot & heel,0.0,2' to 3' shark,1
2012.0,0.0,usa,florida,boogie boarding,0.0,8.0,puncture wounds to calf and hand,0.0,3.5' to 4' shark,1
2012.0,0.0,australia,western australia,surfing,1.0,34.0,lacerations to torso and arm,0.0,unknown,1
2012.0,0.0,usa,florida,fishing,1.0,23.0,superficial injury to calf by hooked shark provoked accident,0.0,nurse shark,1
2012.0,0.0,usa,florida,surfing,0.0,12.0,laceration to thigh,0.0,unknown,1
2012.0,0.0,australia,victoria,"diving, feeding sharks",0.0,34.0,superficial lacerations to right side of face provoked accident,0.0,"tawny nurse shark, 40cm",1
2012.0,0.0,usa,florida,kite surfing,1.0,24.0,laceration to right foot when he struck a shark provoked incident,0.0,spinner shark,1
2011.0,0.0,usa,florida,surfing,1.0,19.0,lacerations to lower leg,0.0,6' shark,1
2011.0,0.0,south africa,western cape province,surfing,1.0,33.0,"no injury, board bumped by shark",0.0,white shark,1
2011.0,0.0,south africa,eastern cape province,surf fishing,1.0,37.0,right leg bitten,0.0,unknown,1
2010.0,0.0,usa,florida,kite boarding,1.0,38.0,fatal,1.0,unknown,1
2009.0,0.0,south africa,eastern cape  province,wading,1.0,20.0,lacerations to  left foot,0.0,unknown,1
2009.0,0.0,australia,queensland,spearfishing,1.0,18.0,lacerations to hand & forearm,0.0,"bull shark, 3m",1
2009.0,0.0,mozambique,inhambane province,spearfishing,1.0,24.0,left ankle & foot bitten,0.0,zambesi shark,1
2009.0,0.0,south africa,western cape province,surfing,1.0,25.0,fatal,1.0,white shark,1
2009.0,0.0,kenya,mombasa,washing his feet,1.0,24.0,fatal,1.0,unknown,1
2009.0,0.0,usa,california,paddle-surfing,1.0,24.0,"no injury, shark collided with surfer & board",0.0,5' shark,1
2009.0,0.0,usa,california,surfing,1.0,24.0,no injury,0.0,unknown,1
2009.0,1.0,usa,hawaii,spearfishing,1.0,49.0,missing,0.0,shark involvement not confirmed,1
2008.0,0.0,australia,victoria,surfing,1.0,31.0,"no injury, surfboard leash severed",0.0,8' white shark or 7-gill shark,1
2008.0,0.0,brazil,pernambuco,surfing,1.0,14.0,laceration to left leg & foot,0.0,unknown,1
2008.0,1.0,mexico,quintana roo,swimming,1.0,32.0,probable drowning with post-mortem bites,0.0,"reported by media as shark attack, but shark involvement prior to death was not confirmed",1
2008.0,0.0,usa,california,surfing,1.0,27.0,"no injury to surfer, surfboard bitten by the shark",0.0,white shark,1
2008.0,0.0,bahamas,northern bahamas,diving,1.0,49.0,"leg bitten, fatal",1.0,"a bull shark, according to some of the divers on the boat",1
2007.0,0.0,australia,new south wales,surfing,1.0,31.0,severe lacerations to right buttock,0.0,2 m shark,1
2007.0,0.0,usa,florida,surfing,0.0,24.0,laceration to foot,0.0,4' shark,1
2007.0,0.0,usa,florida,surfing,1.0,27.0,6 lacerations to left hand,0.0,3' shark,1
2007.0,0.0,usa,florida,swimming,1.0,68.0,circular bite on left thigh,0.0,6' to 8' shark,1
2006.0,0.0,fiji,vitu levu,surfing,1.0,21.0,lacerations to right hand,0.0,"tiger shark, 5'",1
2005.0,1.0,australia,victoria,fishing,0.0,24.0,"no injury to occupant, shark bit outboard motor",0.0,3 m white shark,1
2005.0,0.0,south africa,eastern cape province,surfing,1.0,26.0,"cut on finger, board bitten",0.0,unknown,1
2005.0,0.0,australia,south australia,scuba diving,1.0,23.0,fatal,1.0,white shark,1
2005.0,0.0,australia,western australia,snorkeling,1.0,26.0,fatal,1.0,6 m [20'] white shark,1
2005.0,0.0,australia,queensland,swimming,1.0,18.0,finger bitten,0.0,bull shark,1
2002.0,0.0,usa,florida,surfing,1.0,18.0,left hand lacerated and abraded,0.0,3.5' to 4' shark,1
2001.0,0.0,usa,california,spearfishing,1.0,52.0,"no injury. shark made threat display, then diver shot the shark provoked incident",0.0,"white shark, 2.4 m to 3 m [8' to 10']",1
2001.0,1.0,australia,south australia,fishing,0.0,24.0,no injury to occupants,0.0,"white shark, 4.3 m [14']",1
2000.0,0.0,usa,florida,surfing,0.0,26.0,puncture wounds on knee,0.0,unknown,1
2000.0,0.0,reunion,saint-pierre,surfing,1.0,27.0,left arm bitten,0.0,"tiger shark, 3 m [10']",1
2000.0,0.0,usa,florida,swimming,1.0,47.0,punctures & lacerations on right foot,0.0,a 2' shark was seen in the area by witnesses,1
2000.0,0.0,usa,florida,surfing / wading,1.0,27.0,minor lacerations to the dorsum of the right foot,0.0,juvenile shark,1
2000.0,0.0,tanzania,unknown,swimming,0.0,24.0,fatal,1.0,thought to involve a zambesi shark,1
2000.0,0.0,usa,north carolina,surfing,1.0,14.0,minor lacerations on foot,0.0,1.8 m [6'] grey-colored shark,1
2000.0,0.0,new caledonia,north province,spearfishing,1.0,35.0,fatal,1.0,tiger shark?,1
2000.0,0.0,england,worcestershire,feeding prawns to captive sharks,1.0,24.0,fingers bitten provoked incident,0.0,"miami, a 60 cm blacktip  shark and two 60 cm bamboo catsharks",1
2000.0,0.0,thailand,phang nga province,diving,1.0,35.0,fatal,1.0,unknown,1
1999.0,0.0,usa,florida,body surfing,1.0,13.0,shark bit 8 chunk from swim fin,0.0,unknown,1
1998.0,0.0,usa,florida,surfing,1.0,24.0,right hand bitten,0.0,unknown,1
1998.0,0.0,usa,florida,swimming,0.0,14.0,ankle & foot bitten,0.0,"1.8 m [6'] shark, possibly a blacktip",1
1996.0,0.0,usa,florida,standing,1.0,5.0,right foot bitten,0.0,unknown,-1
1996.0,0.0,south korea,unknown,shell diving,1.0,33.0,fatal,1.0,unknown,1
1995.0,0.0,australia,queensland,unknown,1.0,24.0,survived,0.0,unknown,1
1995.0,0.0,usa,florida,boogie boarding,1.0,13.0,lacerations to right foot,0.0,unknown,1
1995.0,1.0,usa,north carolina,swimming,1.0,15.0,death resulted fom drowning; tiger shark bites were post-mortem,0.0,invalid,1
1995.0,0.0,usa,georgia,playing / jumping,1.0,13.0,ankle bitten,0.0,sand shark,1
1995.0,0.0,australia,queensland,snorkeling,1.0,24.0,"no injury, grabbed byshark after he pulled its tail provoked incident",0.0,leopard shark,1
1995.0,1.0,usa,north carolina,scuba diving,1.0,24.0,death resulted fom drowning; shark bites were post-mortem,0.0,invalid,1
1994.0,1.0,australia,queensland,murder victim,1.0,44.0,shark scavenged on his corpse,0.0,invalid,1
1993.0,0.0,usa,hawaii,surfing,1.0,24.0,fatal,1.0,"on 11-jan-1994, his remains washed ashore. a 2.4 m [8'] tiger shark thought to be involved",1
1993.0,0.0,usa,hawaii,surfing,0.0,24.0,serious leg wounds,0.0,tiger shark,1
1993.0,0.0,reunion,saint-paul,body boarding,1.0,16.0,note: see 1992.06.28,0.0,unknown,1
1993.0,0.0,brazil,pernambuco,surfing,1.0,24.0,survived,0.0,unknown,1
1993.0,0.0,usa,florida,floating on his back,1.0,25.0,both feet lacerated,0.0,unknown,1
1992.0,0.0,usa,oregon,surfing,1.0,20.0,minor bruises,0.0,4 m to 5 m [13' to 16.5']  white shark,1
