Year,Type,Country,Area,Activity,Age,Injury,Fatal (Y/N),Time,outlier
1995.0,0.0,USA,South Carolina,Riding waves on a board,14.0,Left foot bitten,0.0,14.0,1
1995.0,0.0,USA,California,Kayaking,24.0,Minor injuries,0.0,14.0,1
1994.0,0.0,HONG KONG,,Playing volleyball with friends,24.0,Both legs lacerated,0.0,14.0,1
1993.0,0.0,AUSTRALIA,Queensland,Spearfishing,21.0,6 laceration to left forearm,0.0,9.0,1
1992.0,0.0,AUSTRALIA,South Australia,Surfing,17.0,"Minor cuts, sufboard bitten",0.0,17.0,1
1992.0,0.0,BRAZIL,Maranhão,Surfing,24.0,"Lower leg bitten, surgically amputated",0.0,9.0,1
1992.0,0.0,JAPAN,Ehime Prefecture,Diving for pen shells,24.0,"No injury, steel diving helmet bitten 3 times",0.0,10.0,1
1990.0,0.0,SOUTH AFRICA,Western Cape Province,Spearfishing,26.0,Right hand lacerated,0.0,13.0,1
1990.0,0.0,USA,Florida,Surfing,17.0,Minor injury to left ankle & foot,0.0,14.0,1
1990.0,0.0,BAHAMAS,,Spearfishing,38.0,Left forearm bitten,0.0,14.0,1
1989.0,0.0,AUSTRALIA,Queensland,Feeding fish,30.0,Left leg bitten by captive shark                   PROVOKED INCIDENT,0.0,15.0,1
1988.0,0.0,USA,Oregon,Surfing (sitting on his board),21.0,Leg bitten & femur fractured,0.0,17.0,1
1988.0,1.0,AUSTRALIA,Torres Strait,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu,24.0,His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988,0.0,14.0,1
1987.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,24.0,Torso lacerated,0.0,11.0,1
1985.0,0.0,USA,Hawaii,Body boarding,33.0,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",0.0,14.0,1
1985.0,0.0,NEW CALEDONIA,South Province,Spearfishing,24.0,Legs bitten,0.0,14.0,1
1983.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,17.0,Right calf lacerated,0.0,11.0,1
1982.0,0.0,AUSTRALIA,New South Wales,Surfing,27.0,"No injury, surfboard bitten",0.0,9.0,1
1982.0,0.0,USA,Florida,Swimming,75.0,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,1.0,14.0,1
1982.0,1.0,ITALY,Tyrrhenian Sea,Fishing on a boat,24.0,No injury,0.0,14.0,1
1981.0,0.0,USA,Florida,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",19.0,FATAL,1.0,14.0,1
1981.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,30.0,Foot lacerated,0.0,17.0,1
1977.0,0.0,SOUTH AFRICA,Western Cape Province,Standing,24.0,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,0.0,14.0,1
1976.0,0.0,SOUTH AFRICA,Western Cape Province,Thrashing the water / imitating the shark victim from Jaws,19.0,Torso bitten,0.0,16.0,1
1976.0,1.0,SOUTH AFRICA,Western Cape Province,,24.0,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",0.0,14.0,1
1975.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Paddleskiing,21.0,Right foot & ankle lacerated,0.0,14.0,1
1975.0,0.0,USA,South Carolina,Swimming,18.0,Lacerations to right foot,0.0,16.0,1
1975.0,1.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,24.0,Probable drowning / scavenging by a white shark,0.0,14.0,1
1973.0,0.0,HONG KONG,Mirs Bay,Freedom Swimming,20.0,FATAL,1.0,14.0,1
1973.0,0.0,MEXICO,Guerrero,Swimming,57.0,"FATAL, multiple bites",1.0,14.0,1
1973.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,13.0,"No injury, surboard flung into air & dented",0.0,8.0,-1
1972.0,0.0,MOZAMBIQUE,Gaza,Swimming,25.0,"Hip, leg, arm, hand & shoulder bitten",0.0,15.0,1
1972.0,0.0,AUSTRALIA,Tasmania,Diving for abalone,45.0,Left foot bitten,0.0,14.0,1
1971.0,0.0,SOUTH AFRICA,Western Cape Province,Swimming,24.0,"FATAL, multiple bites",1.0,11.0,1
1971.0,0.0,AUSTRALIA,Tasmania,Swimming,24.0,Torso lacerated,0.0,16.0,1
1970.0,0.0,USA,Florida,Surfing,24.0,Bitten on right leg above the ankle,0.0,14.0,1
1970.0,0.0,MOZAMBIQUE,Limpopo River,Swimming,16.0,Leg severed at knee,0.0,14.0,1
1970.0,0.0,PAPUA NEW GUINEA,New Ireland Province,Freediving,15.0,Lacerations to back,0.0,14.0,1
1969.0,0.0,USA,Hawaii,Diving,24.0,No injury,0.0,9.0,1
1968.0,0.0,AUSTRALIA,New South Wales,,47.0,Foot lacerated Recorded as PROVOKED INCIDENT,0.0,9.0,1
1968.0,0.0,MOZAMBIQUE,,Diving,24.0,No injury,0.0,14.0,1
1967.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,22.0,Right ankle & foot bitten,0.0,14.0,1
1966.0,0.0,CROATIA,Primorje-Gorski Kotar County,Swimming,33.0,FATAL,1.0,14.0,1
1966.0,0.0,TAIWAN,Northern Taiwan,Swimming,20.0,"FATAL, left leg severed",1.0,14.0,1
1966.0,0.0,AUSTRALIA,New South Wales,Spearfishing,30.0,Buttocks bitten,0.0,14.0,1
1965.0,0.0,,,The boat Caribou II sank,39.0,Survived,0.0,14.0,1
1965.0,0.0,USA,Florida,Spearfishing,28.0,Left hand severely lacerated,0.0,11.0,1
1964.0,0.0,TAIWAN,Northern Taiwan,Swimming,32.0,FATAL,1.0,14.0,1
1964.0,0.0,USA,Florida,Floating,12.0,No injury,0.0,14.0,1
1964.0,0.0,AUSTRALIA,Western Australia,Freediving,24.0,Arm lacerated,0.0,14.0,1
1962.0,0.0,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",,24.0,Left foot bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1961.0,1.0,USA,Florida,Swimming,45.0,"Skeletonized, but shark involvement may have occurred after death.",0.0,14.0,1
1961.0,0.0,USA,New York,Spearfishing,57.0,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,0.0,14.0,1
1961.0,0.0,AUSTRALIA,New South Wales,Spearfishing,21.0,Speared shark bit his foot  PROVOKED INCIDENT,0.0,14.0,1
1961.0,0.0,NORTH PACIFIC OCEAN,Wake Island (EnenKio),Free diving,33.0,Right elbow bitten,0.0,15.0,1
1960.0,1.0,MARSHALL ISLANDS,Eniwetok Atoll,Free diving / Spearfishing,24.0,"No injury, shark made a threat display",0.0,12.0,1
1959.0,1.0,PHILIPPINES,Queaon,Fishing boat capsized,24.0,"10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks",1.0,15.0,1
1959.0,0.0,USA,Florida,Spearfishing,19.0,Lacerated hip & hands,0.0,10.0,1
1958.0,0.0,USA,California,Swimming near jetty,15.0,"Left arm, hips & leg lacerated",0.0,14.0,1
1957.0,1.0,PACIFIC OCEAN,"1,000 miles east of Hawaii",Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,24.0,Navy personnel recovered 19 shark-scavenged bodies,0.0,14.0,1
1956.0,0.0,PAPUA NEW GUINEA,Central Province,Fishing,24.0,Leg & foot lacerated,0.0,14.0,1
1955.0,0.0,USA,Hawaii,"Fishing from boat, Kaimamla",24.0,Hand bitten,0.0,14.0,1
1955.0,0.0,PAPUA NEW GUINEA,New Ireland,,24.0,Back bitten,0.0,14.0,1
1954.0,0.0,PAPUA NEW GUINEA,Central Province,Swimming near canoe,24.0,"FATAL, abdomen & thigh bitten",1.0,13.0,1
1953.0,0.0,USA,Florida,Standing,24.0,Leg lacerated thigh to ankle,0.0,14.0,1
1952.0,0.0,USA,Hawaii,Swimming from fishing boat setting nets,40.0,"FATAL, left arm severed below the elbow",1.0,14.0,1
1950.0,0.0,EL SALVADOR,La Libertad,Jerked overboard while pole fishing for tuna,27.0,Left thigh bitten by hooked shark PROVOKED INCIDENT,0.0,8.0,1
1950.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Treading water,27.0,Left foot bitten,0.0,10.0,1
1950.0,1.0,AUSTRALIA,Tasmania,Sitting on side of dinghy mending a net,24.0,"No injury to occupant, shark bit side of dinghy",0.0,14.0,1
1950.0,0.0,SRI LANKA,Southern Province,Spearfishing,24.0,"No injury, but shark damaged one of his swim fins",0.0,14.0,1
1949.0,0.0,MEXICO,Tamaulipas,Bathing,24.0,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",0.0,14.0,1
1947.0,0.0,AUSTRALIA,New South Wales,Fishing,9.0,Leg gashed,0.0,14.0,1
1947.0,0.0,AUSTRALIA,New South Wales,Fishing from surf ski,16.0,"No injury, ski bumped",0.0,14.0,1
1946.0,0.0,AUSTRALIA,South Australia,Swimming near jetty with 2' piece of wood,23.0,"Forearm & fingers lacerated, teethmarks on wood",0.0,14.0,1
1946.0,0.0,IRAN,Khuzestan Province,"Fishing, probably with a net",12.0,Radius & ulna bared,0.0,14.0,1
1945.0,1.0,PHILIPPINES,In transit between Tinian and Leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,24.0,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",1.0,14.0,1
1945.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Walking,37.0,"Right leg bitten knee to foot, surgically amputated",0.0,16.0,1
1944.0,1.0,AUSTRALIA,Queensland,Swimming,24.0,Probable drowning & scavenging,0.0,14.0,1
1944.0,1.0,AUSTRALIA,Western Australia,Fishing,24.0,"No injury, shark took day's catch & struck boat",0.0,14.0,1
1943.0,0.0,IRAQ,,Swimming,22.0,"Right arm severed, left foot bitten",0.0,14.0,1
1942.0,0.0,AUSTRALIA,Queensland,Treading water,24.0,"Right foot severed & calf removed, leg  surgically amputated below the knee",0.0,16.0,1
1942.0,0.0,ITALY,Liguria,Sculling,20.0,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",0.0,14.0,1
1942.0,1.0,INDIAN OCEAN,West of Ceylon (Sri  Lanka),H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,24.0,Sharks were numerous & took corpses but made no attempts to harm the survivors.,0.0,14.0,1
1941.0,1.0,PACIFIC OCEAN,Off coast of Ecuador,"Ditched aircraft, 3 men in the water. Swam for 31 hours",24.0,"1 man survived & was rescued, sharks took the corpses of the two men that perished",1.0,17.0,1
1939.0,0.0,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Swimming to anchored boat,24.0,"Fatal, lower abdomen bitten",1.0,14.0,1
1938.0,0.0,USA,California,Fishing,24.0,Lacerations to hand by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1938.0,0.0,USA,California,"Fishing, removing gaff from shark's mouth",27.0,Leg bitten by gaffed shark PROVOKED INCIDENT,0.0,14.0,1
1938.0,0.0,AUSTRALIA,Torres Strait,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",25.0,"FATAL, dragged out of diving helmet",1.0,14.0,1
1938.0,0.0,COSTA RICA,Nicoya Peninsula,Fishing,24.0,"FATAL, pulled overboard by tuna, & bitten by shark",1.0,14.0,1
1936.0,0.0,USA,Hawaii,"Diving, attempting to retrieve body of drowning victim wedged between rocks",24.0,Thigh lacerated,0.0,14.0,1
1936.0,0.0,AUSTRALIA,Queensland,Sculling,24.0,"No injury, scull sank",0.0,14.0,1
1935.0,0.0,AUSTRALIA,Torres Strait,Diving?,20.0,Back & arm gashed but survived,0.0,14.0,1
1933.0,0.0,USA,South Carolina,Standing,24.0,Left calf bitten,0.0,14.0,1
1931.0,0.0,CUBA,Havana Province,Swimming a quarter mile offshore,23.0,"FATAL, right leg bitten",1.0,14.0,1
1930.0,1.0,COSTA RICA,Limón Province,Air disaster,24.0,Shark involvement prior to death was not confirmed,0.0,14.0,1
1930.0,1.0,MAURITIUS,,Swimming to shore after a squall  capsized their motorized shark fishing boat,24.0,Five men were said to have been killed by sharks,1.0,14.0,1
1929.0,0.0,AUSTRALIA,New South Wales,Body surfing,20.0,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",1.0,15.0,1
1924.0,0.0,MEXICO,Tamaulipas,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,24.0,FATAL,1.0,14.0,1
1923.0,1.0,AUSTRALIA,New South Wales,"After rowing skiff was holed by shark, he was attempting to swim ashore",24.0,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",1.0,14.0,1
1912.0,0.0,AUSTRALIA,Western Australia,Hard hat diving,24.0,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT",0.0,14.0,1
1912.0,0.0,FIJI,Viti Levu group,Washed overboard,7.0,FATAL,1.0,14.0,1
1912.0,0.0,SPAIN,Balearics,Fell into the water,24.0,FATAL,1.0,14.0,1
1910.0,0.0,PANAMA,Colón Province,Fell overboard from USS cruiser Tacoma,24.0,FATAL,1.0,14.0,1
1909.0,0.0,AUSTRALIA,New South Wales,Fell overboard,24.0,FATAL,1.0,14.0,1
1909.0,0.0,USA,Florida,Fell overboard from fishing schooner Halycon,24.0,FATAL,1.0,14.0,1
1909.0,0.0,USA,Florida,Swimming,16.0,Hip & thigh lacerated,0.0,14.0,1
1908.0,1.0,USA,Georgia,The British steamer Caribbee foundered,24.0,FATAL,1.0,14.0,1
1905.0,1.0,ITALY,,,8.0,"Body recovered from shark, probable drowning and scavenging",0.0,14.0,1
1904.0,0.0,CUBA,Havana Province,Lost his footing & fell overboard,24.0,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",1.0,14.0,1
1903.0,0.0,USA,Hawaii,Fishing,24.0,"FATAL, remains (foot) recovered from shark 2 days later",1.0,14.0,1
1902.0,0.0,USA,Texas,Fishing,24.0,Severe laceration to hand,0.0,14.0,1
1902.0,0.0,PHILIPPINES,Zamboanga del Sur Province,,24.0,"Nose hanging by a threat, prints of shark's teeth over entire right cheek",0.0,14.0,1
1899.0,1.0,AUSTRALIA,Victoria,Fishing for squid,24.0,"No injury to occupants, shark bit boat",0.0,9.0,1
1892.0,0.0,AUSTRALIA,Norfolk Island,Fishing,24.0,Laceration to arm,0.0,14.0,1
1890.0,0.0,CROATIA,,Swimming,24.0,Legs severed,0.0,14.0,1
1888.0,0.0,INDIAN OCEAN,Between Perth & Colombo,Swimming,24.0,Foot severed,0.0,14.0,1
1887.0,1.0,BAHAMAS,,"Sea disaster, wreck of the Alfred Watts",24.0,FATAL,1.0,14.0,1
1819.0,1.0,SPAIN,,,24.0,No injury / No attack,0.0,14.0,-1
1977.0,0.0,,Ionian Sea,Sponge diving,24.0,FATAL,1.0,14.0,1
2023.0,0.0,USA,Florida,Fishing,24.0,Hand bitten,0.0,10.0,1
2022.0,0.0,USA,Florida,Fishing,15.0,Minor injury to leg by hooked shark,0.0,14.0,1
2022.0,0.0,USA,New York,,49.0,Left wrist and buttocks bitten,0.0,18.0,1
2022.0,0.0,MALDIVES,,Fishing,62.0,Right cakf bitten when he fell overboard,0.0,14.0,1
2022.0,0.0,THAILAND,Phuket,Playing in the water,8.0,Laceration to left calf,0.0,15.0,1
2021.0,0.0,BRAZIL,São Paulo.,Swimming,24.0,Laceration to lower right leg,0.0,14.0,1
2021.0,0.0,USA,North Carolina,Swimming,7.0,Calf bitten,0.0,11.0,1
2021.0,0.0,SOUTH AFRICA,Eastern Cape Province,Body boarding,38.0,FATAL,1.0,11.0,1
2020.0,0.0,ST MARTIN,,Swimming,39.0,FATAL,1.0,14.0,1
2020.0,0.0,THAILAND,"Muang district of Satun province,",Playing,12.0,Left foot bitten,0.0,14.0,1
2019.0,0.0,MEXICO,Guerrero,Fishing,24.0,Lacerations to arm from hooked shark PROVOKED INCIDENT,0.0,15.0,1
2019.0,0.0,USA,Hawaii,Swimming/ Treading water,26.0,Injury to lower back and right hip,0.0,8.0,1
2019.0,0.0,NEW ZEALAND,Chatham Islands,Scuba diving,45.0,Shark rammed him but no injury,0.0,9.0,1
2018.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,Cut to left foot,0.0,18.0,1
2018.0,0.0,BAHAMAS,The Exuma Cays,Floating,19.0,Minor injury to wrist,0.0,14.0,1
2017.0,0.0,AUSTRALIA,Victoria,Surfing,37.0,"No injury, board bitten",0.0,10.0,1
2017.0,1.0,USA,South Carolina,Fishing,24.0,"Arm injured by hook, not by a shark",0.0,19.0,1
2017.0,0.0,USA,South Carolina,Touching a shark,20.0,Right hand bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
2017.0,0.0,REUNION,Saint-Leu,Body boarding,28.0,FATAL,1.0,11.0,1
2017.0,0.0,MEXICO,Tamaulipas,Fishing,24.0,Finger severed by  'dead shark' on boat's deck   PROVOKED INCIDENT,0.0,9.0,1
2016.0,0.0,USA,Massachusetts,Fishing,59.0,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,0.0,10.0,1
2015.0,0.0,USA,Florida,Surfing,28.0,Lacerations to hand,0.0,14.0,1
2015.0,0.0,USA,South Carolina,,24.0,Right foot bitten,0.0,16.0,1
2015.0,0.0,USA,North Carolina,Body surfing?,47.0,Multiple lacerations to back,0.0,11.0,1
2015.0,0.0,USA,North Carolina,Swimming,6.0,Minor injury to foot,0.0,12.0,1
2014.0,0.0,AUSTRALIA,Western Australia,Surfing,23.0,"Left arm & right hand severed, lacerations to both legs",0.0,11.0,1
2014.0,0.0,USA,Florida,Fishing,52.0,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,0.0,20.0,1
2014.0,0.0,USA,South Carolina,Standing,24.0,Heel bitten,0.0,15.0,1
2014.0,0.0,USA,Florida,,26.0,Puncture wounds & lacerations to foot,0.0,14.0,1
2014.0,0.0,USA,Florida,Boogie boarding,8.0,Laceration to ankle,0.0,13.0,1
2014.0,0.0,REUNION,Saint-Leu,Surfing,51.0,Lacerations to right wrist & calf,0.0,15.0,1
2014.0,0.0,TRINIDAD & TOBAGO,Trinidad,Fishing,24.0,Possibly a PROVOKED INCIDENT,0.0,14.0,1
2013.0,0.0,USA,Florida,Boogie boarding,11.0,Minor injury to left lower leg & heel,0.0,17.0,1
2013.0,0.0,BAHAMAS,Exuma Islands,Cleaning fish,64.0,Bitten on left hand,0.0,16.0,1
2013.0,0.0,BRAZIL,Pernambuco,Swimming,18.0,FATAL,1.0,13.0,1
2013.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,"No injury, board damaged",0.0,16.0,1
2013.0,0.0,USA,Hawaii,Diving,32.0,Lacerations to right hand,0.0,14.0,1
2013.0,0.0,FRENCH POLYNESIA,Tuamotus,Kite boarding,53.0,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",0.0,12.0,1
2013.0,0.0,USA,Florida,Swimming,50.0,Lacerations to hand,0.0,14.0,1
2012.0,0.0,REUNION,Trois-Bassins,Surfing,22.0,FATAL,1.0,16.0,1
2012.0,1.0,AUSTRALIA,Victoria,Scuba diving,42.0,Cause of death was drowning & preceded shark involvement,0.0,15.0,1
2012.0,0.0,AUSTRALIA,Queensland,Spearfishing,34.0,"No injury, punctures to swim fin",0.0,9.0,1
2011.0,1.0,ANTIGUA,St John's,Swimming,24.0,Bitten on right hand & wrist,0.0,9.0,1
2011.0,0.0,USA,California,Surfing,37.0,"No injury, board bitten",0.0,12.0,1
2011.0,1.0,AUSTRALIA,Queensland,Swimming,48.0,FATAL,0.0,19.0,1
2011.0,1.0,USA,South Carolina,Playing in the surf,7.0,Puncture wounds to foot,0.0,14.0,1
2011.0,0.0,USA,Texas,Wade Fishing,14.0,Lacerations to right foot,0.0,14.0,1
2011.0,0.0,USA,Texas,"Standing, holding shark pup",24.0,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,0.0,14.0,1
2011.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,"No injury, surboard broken",0.0,14.0,1
2011.0,0.0,AUSTRALIA,South Australia,Diving for abalone,49.0,FATAL,1.0,18.0,1
2011.0,0.0,MEXICO,Colima,Shark fishing on the Ricardo Astorga,24.0,Left foot bitten PROVOKED INCIDENT,0.0,14.0,1
2010.0,0.0,USA,California,Body boarding,19.0,FATAL,1.0,8.0,1
2010.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,24.0,3 lacerations to foot,0.0,14.0,1
2010.0,0.0,AUSTRALIA,New South Wales,Surfing,15.0,Lacerations and puncture wounds to leg and foot,0.0,17.0,1
2009.0,0.0,AUSTRALIA,New South Wales,Swimming,55.0,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,0.0,11.0,1
2009.0,0.0,USA,California,Fishing,31.0,Puncture wounds and minor lacerations to dorsal surface of his left hand,0.0,16.0,1
2009.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,37.0,Leg bitten,0.0,11.0,1
2009.0,0.0,USA,Florida,Surfing,49.0,Lacerations to right foot,0.0,10.0,1
2009.0,1.0,AUSTRALIA,Victoria,Fishing,24.0,"No injury to occupants, shark bit propeller",0.0,9.0,1
2008.0,1.0,AUSTRALIA,Tasmania,Yacht race,24.0,No injury to occupants -  shark became entangled in aft rudder,0.0,14.0,1
2008.0,0.0,SOUTH AFRICA,Western Cape Province,Fishing,15.0,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT",0.0,20.0,1
2008.0,0.0,USA,California,Surfing,24.0,"No injury to surfer, board bitten",0.0,10.0,1
2008.0,0.0,ENGLAND,North Devon,Fishing,52.0,Wrist bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
2008.0,0.0,PANAMA,San Carlos,Swimming or surfing,24.0,5 lacerations to left foot,0.0,18.0,1
2008.0,0.0,USA,Florida,Surfing,30.0,Puncture wounds to right foot,0.0,15.0,1
2007.0,0.0,USA,South Carolina,Swimming,30.0,Lacerations to right foot,0.0,16.0,1
2007.0,0.0,USA,South Carolina,Boogie Boarding,9.0,Lacerations to lower leg & ankle,0.0,14.0,1
2007.0,1.0,USA,Florida,Surfing,9.0,Superficial injuries to upper leg may have been caused by surfboard fin,0.0,16.0,1
2007.0,0.0,AUSTRALIA,Victoria,Surfing,19.0,"No injury, shark's fin caught his leg",0.0,17.0,1
2007.0,0.0,USA,Florida,Surfing,29.0,Lacerations to right forearm & hand,0.0,13.0,1
2007.0,0.0,FRENCH POLYNESIA,Tahiti,Scuba Diving,24.0,Scratch on face PROVOKED INCIDENT,0.0,14.0,1
2006.0,0.0,USA,Oregon,Surfing,23.0,Laceration & puncture wounds to foot,0.0,14.0,1
2006.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,24.0,"No injury, surfboard leash severed",0.0,14.0,1
2006.0,0.0,USA,North Carolina,Wading,59.0,Lacerations & punctures to left foot,0.0,12.0,1
2006.0,0.0,USA,Florida,Spearfishing,28.0,Lacerations & puncture wound  to arm,0.0,14.0,1
2006.0,0.0,USA,Florida,,24.0,Small lacerations to arm,0.0,12.0,1
2005.0,0.0,USA,Florida,Swimming with boogie board,14.0,"FATAL, leg bitten",1.0,11.0,1
2005.0,0.0,USA,Florida,Swimming,33.0,Left foot bitten,0.0,17.0,1
2005.0,0.0,AUSTRALIA,New South Wales,Fishing,25.0,Laceration on left thigh PROVOKED INCIDENT,0.0,23.0,1
2004.0,0.0,NEW CALEDONIA,North Province,Diving,24.0,Forearm bitten,0.0,14.0,1
2004.0,1.0,AUSTRALIA,Western Australia,Fishing,24.0,"No injury to occupants; shark mouthed motor, severed anchor line",0.0,14.0,1
2003.0,1.0,USA,Florida,Swimming,24.0,Puncture wounds on inner thigh,0.0,13.0,1
2003.0,0.0,USA,Florida,"Walking, carrying surfboard & stepped on shark",10.0,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,0.0,10.0,1
2003.0,0.0,BRAZIL,Rio de Janeiro,Killing  sharks,24.0,Shallow  lacerations to left  thigh PROVOKED INCIDENT,0.0,14.0,1
2002.0,0.0,BRAZIL,Pernambuco,Swimming,36.0,"FATAL, body not recovered",1.0,16.0,1
2002.0,1.0,INDONESIA,,,24.0,Human remains (right forearm & leg) recovered from 3.7m [12'] tiger shark’s gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier,0.0,14.0,1
2002.0,0.0,AUSTRALIA,Northern Territory,Fishing from prawn trawler,20.0,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,0.0,14.0,1
2001.0,1.0,CARIBBEAN SEA,,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,24.0,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",1.0,14.0,1
2000.0,0.0,TANZANIA,,Swimming,28.0,FATAL,1.0,14.0,1
2000.0,0.0,USA,Florida,Snorkeling,45.0,Leg pinched,0.0,14.0,1
2000.0,0.0,USA,Florida,Standing,19.0,Left thigh lacerated,0.0,14.0,1
2000.0,1.0,NEW CALEDONIA,South Province,"Air Disaster - Piper aircraft crashed into the sea, killing all on board",24.0,Sharks prevented recovery of remains,1.0,14.0,1
1999.0,0.0,USA,Florida,Body boarding,45.0,Right foot lacerated,0.0,17.0,1
1998.0,0.0,USA,Florida,Swimming,9.0,FATAL,1.0,14.0,1
1998.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing (or body boarding),19.0,Legs bitten,0.0,14.0,1
1997.0,0.0,SOUTH AFRICA,Eastern Cape Province,Sitting on surfboard,24.0,Calf bitten,0.0,14.0,1
1997.0,0.0,USA,Florida,Wade-fishing,24.0,Left forearm & wrist bitten,0.0,14.0,1
1997.0,0.0,AUSTRALIA,Western Australia,Windsurfing,41.0,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered",1.0,18.0,1
1996.0,0.0,USA,California,Surfing,31.0,"No Injury, shark struck his board",0.0,7.0,1
1996.0,0.0,USA,Florida,Standing,8.0,Survived,0.0,19.0,1
1995.0,0.0,USA,Florida,Surfing,18.0,Laceration to heel,0.0,14.0,1
1994.0,0.0,USA,Florida,Spearfishing,35.0,Shoulder bitten,0.0,14.0,1
1994.0,0.0,SOUTH AFRICA,Western Cape Province,Spearfishing,24.0,FATAL,1.0,14.0,1
1993.0,1.0,AUSTRALIA,Western Australia,Fishing,24.0,"No injury to occupants. Shark struck boat, lifting the outboard motor",0.0,14.0,1
1993.0,0.0,JAPAN,Ehime Prefecture,,24.0,Survived,0.0,14.0,1
1993.0,0.0,USA,Oregon,Surfing,29.0,"No injury, shark bit board",0.0,16.0,1
1992.0,0.0,REUNION,Saint-Paul,Surfing,16.0,FATAL,1.0,14.0,1
1992.0,0.0,NEW ZEALAND,Antarctic Ocean,Snorkeling,24.0,"Right forearm severed, left forearm lacerated & broken",0.0,15.0,1
1992.0,1.0,AUSTRALIA,Tasmania,Surfing,19.0,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",0.0,19.0,1
1991.0,0.0,HONG KONG,Port Shelter,Swimming,65.0,Abdomen bitten & leg severed  FATAL,1.0,14.0,1
1991.0,0.0,AUSTRALIA,New South Wales,Scuba diving,18.0,Lacerations to arm & leg,0.0,14.0,1
1990.0,0.0,USA,Florida,Surfing,25.0,Wrist bitten,0.0,16.0,1
1990.0,0.0,USA,Florida,Surfing,19.0,Superficial injuries to left foot & ankle,0.0,12.0,1
1990.0,1.0,USA,Florida,SCUBA diving,30.0,"Disappeared, body recovered with large bite on thigh",0.0,14.0,1
1990.0,0.0,AUSTRALIA,Queensland,Surfing,29.0,"No injury, board bitten",0.0,14.0,1
